date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,firstname,lastname
2019-08-15,"{'Python': 4, 'Ruby': 5, 'R': 7, 'C++': 1}","['Curious', 'Ambitious', 'Consistent']",['Sensitive'],True,True,True,True,Data,Neda,Marmyon
2019-08-29,{'PHP': 2},"['Versatile', 'Ambitious']","['Slow', 'Overbearing', 'Conventional']",True,False,True,False,Business,Kermy,Caves
2019-08-07,"{'Python': 4, 'C#': 3, 'Java': 3}","['Passionate', 'Versatile']",['Undisciplined'],True,True,True,True,Engineering,Edithe,Dimitrov
2019-08-06,"{'Python': 4, 'C#': 3, 'Ruby': 3, 'JavaScript': 3}","['Efficient', 'Independent']","['Indifferent', 'Sensitive', 'Introverted']",True,True,False,False,Data,Aubert,Cicerone
2019-08-14,"{'Python': 3, 'C#': 3, 'SPSS': 2, 'PHP': 1}","['Problem Solving', 'Altruism']",['Indifferent'],True,False,False,False,Data,Erastus,Mcelrath
2019-08-28,"{'Python': 2, 'C#': 7, 'Ruby': 4, 'JavaScript': 2}",['Independent'],"['Controlling', 'Impulsive']",False,True,True,False,Data,Edgar,Annesley
2019-08-07,,"['Problem Solving', 'Efficient', 'Patient']",['Undisciplined'],True,True,True,True,Engineering,Haslett,Steet
2019-08-08,{'C++': 1},['Determined'],['Anxious'],True,True,False,False,Engineering,Kirbee,Clementet
2019-08-21,"{'C#': 4, 'Java': 5}","['Composure', 'Independent']","['Impulsive', 'Competitive', 'Controlling']",True,True,True,True,Business,Marcellina,Ping
2019-08-14,"{'Python': 2, 'C#': 1, 'Ruby': 2, 'C++': 3}","['Competitive', 'Empathy']",['Impulsive'],True,True,True,True,Data,Violet,Luscombe
2019-08-06,"{'Python': 1, 'C#': 3, 'R': 2, 'SPSS': 2}",['Problem Solving'],"['Overbearing', 'Impatient']",True,True,True,True,Data,Phillis,Wabey
2019-08-29,"{'Ruby': 6, 'R': 4, 'SPSS': 4, 'C++': 2, 'JavaScript': 3}","['Composure', 'Problem Solving', 'Efficient']","['Impatient', 'Critical']",True,True,True,True,Engineering,Maurice,Yakhin
2019-08-13,,"['Determined', 'Problem Solving', 'Patient']","['Indecisive', 'Undisciplined']",False,True,True,False,Business,Wesley,Tolerton
2019-08-15,"{'R': 4, 'SPSS': 2}","['Perfectionism', 'Charisma']","['Overbearing', 'Conventional', 'Immature']",True,True,True,True,Engineering,Brittaney,Roughey
2019-08-15,"{'C#': 1, 'R': 2}",['Reliable'],['Passive'],True,True,True,True,Engineering,Saree,Daens
2019-08-08,"{'C#': 1, 'Java': 3, 'Ruby': 2, 'R': 1, 'PHP': 2, 'JavaScript': 2}",['Passionate'],"['Passive', 'Chatty']",True,True,True,True,Engineering,Mona,Willimott
2019-08-01,,['Perfectionism'],"['Impatient', 'Selfish', 'Indifferent']",True,True,True,True,Engineering,Alvie,Bleackly
2019-08-06,"{'Python': 1, 'C#': 3, 'Ruby': 3}","['Empathy', 'Charisma']","['Slow', 'Anxious', 'Chatty']",True,True,True,True,Data,Drud,Tellenbrok
2019-08-01,{'PHP': 1},['Reliable'],['Indifferent'],True,True,True,True,Business,Deck,Itzchaki
2019-08-14,"{'Python': 3, 'R': 2, 'SPSS': 1}","['Efficient', 'Empathy', 'Independent']","['Indecisive', 'Chaotic']",True,False,True,False,Data,Charlie,Danelut
2019-08-01,{'JavaScript': 5},"['Collaboration', 'Curious']","['Slow', 'Sensitive']",False,True,True,False,Data,Wilt,Penritt
2019-08-15,"{'C#': 2, 'Java': 4, 'R': 1, 'SPSS': 6}",['Reliable'],['Overbearing'],True,True,True,True,Engineering,Stevie,Houliston
2019-08-14,"{'Python': 3, 'Java': 5, 'R': 2, 'SPSS': 4, 'PHP': 1, 'JavaScript': 1}","['Independent', 'Ambitious']","['Perfectionist', 'Introverted', 'Indecisive']",True,True,True,True,Business,Fairlie,Cogzell
2019-08-22,"{'C#': 4, 'Java': 6, 'SPSS': 1, 'JavaScript': 3}",['Curious'],['Slow'],True,True,True,False,Business,Beckie,Aveling
2019-08-15,"{'Python': 2, 'Java': 3, 'Ruby': 4, 'PHP': 2}","['Rational', 'Innovative', 'Collaboration']","['Impatient', 'Distracted']",True,True,True,True,Business,Axe,Mckall
2019-08-27,"{'Python': 3, 'C++': 1}","['Curious', 'Passionate']",['Selfish'],True,False,True,False,Business,Marcela,Pass
2019-08-13,"{'Java': 2, 'Ruby': 1, 'PHP': 1}","['Rational', 'Innovative', 'Passionate']","['Immature', 'Competitive', 'Indifferent']",True,True,True,True,Data,Sauncho,Aveson
2019-08-15,"{'Ruby': 6, 'R': 1, 'C++': 2, 'JavaScript': 2}",['Versatile'],"['Distracted', 'Slow']",False,True,True,False,Engineering,Shamus,Mccomish
2019-08-22,,"['Ambitious', 'Independent']","['Perfectionist', 'Procrastination']",True,True,True,True,Business,Andy,Lown
2019-08-14,{'Java': 1},['Efficient'],['Competitive'],True,True,True,True,Engineering,Arny,Coorington
2019-08-15,"{'Python': 4, 'R': 3, 'PHP': 2, 'JavaScript': 2}","['Creative', 'Passionate', 'Reliable']",['Distracted'],False,True,True,False,Engineering,Devondra,Blabey
2019-08-07,"{'Java': 1, 'Ruby': 2}",['Problem Solving'],['Perfectionist'],True,True,True,True,Engineering,Irita,Lyptrit
2019-08-29,"{'C#': 2, 'R': 3, 'SPSS': 3, 'PHP': 2, 'C++': 5}","['Consistent', 'Collaboration']",['Stubborn'],True,True,True,True,Data,Jae,Rennolds
2019-08-15,"{'Python': 5, 'SPSS': 3, 'JavaScript': 4}","['Independent', 'Passionate']",['Overbearing'],True,True,True,True,Business,Marion,Consadine
2019-08-13,"{'Python': 3, 'C++': 4}",['Passionate'],"['Indifferent', 'Anxious']",True,True,True,True,Data,Leonore,Pettiford
2019-08-07,{'SPSS': 7},['Competitive'],['Controlling'],True,True,True,True,Data,Edvard,Northen
2019-08-07,"{'C#': 6, 'Java': 5, 'Ruby': 5, 'SPSS': 6}","['Versatile', 'Consistent', 'Passionate']","['Intolerant', 'Distracted', 'Impulsive']",True,False,True,False,Business,Oralla,Peasgood
2019-08-13,"{'Ruby': 1, 'PHP': 4, 'JavaScript': 1}","['Curious', 'Perfectionism', 'Determined']","['Selfish', 'Conventional']",True,False,True,False,Business,Ly,Ferro
2019-08-29,"{'Python': 1, 'Java': 1, 'Ruby': 4, 'R': 4, 'C++': 6}","['Courteous', 'Ambitious', 'Versatile']","['Sensitive', 'Introverted']",True,True,True,False,Data,Lindsey,Gerwood
2019-08-01,"{'Python': 3, 'Java': 4}","['Independent', 'Competitive', 'Determined']","['Immature', 'Chaotic']",True,True,True,True,Business,Gianna,Clevely
2019-08-15,"{'C#': 8, 'Java': 4}","['Reliable', 'Curious', 'Courteous']",['Impatient'],True,True,True,True,Data,Celine,Doree
2019-08-21,"{'C#': 2, 'Ruby': 1, 'C++': 2, 'JavaScript': 1}","['Courteous', 'Determined']","['Controlling', 'Intolerant', 'Conventional']",True,True,True,True,Data,Karlene,Hughill
2019-08-14,"{'Python': 5, 'C#': 3, 'Java': 1, 'PHP': 2, 'C++': 5}",['Independent'],"['Perfectionist', 'Distracted']",True,True,False,False,Engineering,Sayre,Webberley
2019-08-15,"{'Python': 1, 'R': 3, 'PHP': 3}","['Charisma', 'Collaboration', 'Listening']",['Indecisive'],True,True,True,True,Data,Phyllys,Baelde
2019-08-20,"{'Python': 4, 'Java': 2, 'C++': 1}","['Rational', 'Passionate']","['Stubborn', 'Impulsive']",True,False,True,False,Business,Samuele,Whear
2019-08-27,"{'Java': 1, 'SPSS': 1}","['Curious', 'Empathy', 'Creative']","['Anxious', 'Slow', 'Competitive']",True,True,True,True,Business,Darcey,Mordin
2019-08-13,"{'Java': 2, 'Ruby': 5}","['Curious', 'Perfectionism', 'Determined']","['Impatient', 'Passive', 'Intolerant']",True,True,True,True,Engineering,Pamelina,Itzkovsky
2019-08-13,"{'Java': 2, 'Ruby': 5}","['Curious', 'Perfectionism', 'Determined']","['Impatient', 'Passive', 'Intolerant']",True,True,True,True,Engineering,Pamelina,Itzkovsky
2019-08-21,"{'Ruby': 4, 'C++': 3, 'JavaScript': 2}",['Ambitious'],"['Chatty', 'Distracted', 'Slow']",True,False,True,False,Engineering,Laurel,Gillogley
2019-08-28,"{'Python': 1, 'SPSS': 2, 'JavaScript': 3}",['Consistent'],"['Conventional', 'Intolerant']",True,True,True,True,Engineering,Quinta,Cowdray
2019-08-15,"{'SPSS': 5, 'C++': 4}",['Perfectionism'],"['Slow', 'Impulsive']",True,True,True,False,Engineering,Cecile,Lates
2019-08-14,"{'C#': 1, 'PHP': 2, 'C++': 1}","['Altruism', 'Empathy', 'Innovative']",['Distracted'],True,True,True,True,Engineering,Seumas,Lemonby
2019-08-13,"{'Java': 7, 'Ruby': 2, 'R': 2}","['Rational', 'Organisation', 'Consistent']",['Procrastination'],True,True,True,True,Data,Gale,Quartley
2019-08-22,{'C#': 1},['Charisma'],"['Introverted', 'Sensitive']",False,True,True,False,Engineering,Dorrie,Srutton
2019-08-21,"{'Java': 1, 'SPSS': 1, 'JavaScript': 4}",['Problem Solving'],"['Impulsive', 'Stubborn']",False,False,True,False,Data,Benny,Tichelaar
2019-08-15,"{'C#': 2, 'SPSS': 4, 'JavaScript': 3}",['Versatile'],"['Introverted', 'Chaotic']",True,True,True,True,Business,Avrit,Gawith
2019-08-22,"{'SPSS': 2, 'PHP': 5, 'C++': 8}",['Consistent'],"['Stubborn', 'Anxious', 'Competitive']",True,True,True,False,Data,Berti,Dennehy
2019-08-14,"{'Python': 6, 'Java': 3}","['Composure', 'Charisma', 'Rational']","['Indifferent', 'Sensitive']",True,True,True,True,Engineering,Rockey,Robarts
2019-08-21,"{'C#': 2, 'Ruby': 2, 'PHP': 1}",['Efficient'],"['Anxious', 'Chatty']",True,True,False,False,Business,Eloisa,Ewert
2019-08-21,"{'SPSS': 3, 'PHP': 2}","['Passionate', 'Reliable', 'Altruism']","['Chatty', 'Critical', 'Passive']",True,True,True,True,Data,Mireille,Risom
2019-08-22,"{'Ruby': 1, 'R': 1, 'SPSS': 1, 'JavaScript': 3}","['Efficient', 'Perfectionism']",['Controlling'],True,True,True,True,Engineering,Sharl,Daggett
2019-08-15,"{'Java': 2, 'R': 5, 'C++': 2, 'JavaScript': 3}","['Empathy', 'Curious']","['Chaotic', 'Stubborn']",True,True,True,False,Business,Nikolos,Yashin
2019-08-14,"{'SPSS': 3, 'PHP': 1, 'C++': 1}","['Courteous', 'Curious', 'Organisation']","['Stubborn', 'Procrastination']",True,True,True,False,Engineering,Shela,Mccall
2019-08-14,"{'Python': 4, 'Ruby': 2, 'SPSS': 3, 'C++': 6}","['Organisation', 'Courteous']",['Perfectionist'],True,True,True,True,Business,Sonnie,Malenfant
2019-08-20,"{'Python': 7, 'Ruby': 7, 'C++': 2, 'JavaScript': 1}","['Rational', 'Charisma']","['Chatty', 'Distracted', 'Sensitive']",True,True,True,True,Business,Mahmud,Molineux
2019-08-29,"{'Python': 2, 'C#': 1, 'R': 5, 'SPSS': 1}","['Perfectionism', 'Ambitious']","['Undisciplined', 'Intolerant', 'Perfectionist']",True,True,False,False,Data,Dylan,Llewellen
2019-08-01,"{'C#': 2, 'Java': 3, 'Ruby': 7, 'R': 1}","['Charisma', 'Creative', 'Curious']","['Intolerant', 'Procrastination', 'Immature']",True,True,False,False,Data,Yvor,Phalip
2019-08-29,{'PHP': 3},"['Competitive', 'Versatile']",['Immature'],True,True,True,True,Business,Berry,Freed
2019-08-01,"{'C#': 5, 'Ruby': 4, 'R': 5, 'SPSS': 7, 'PHP': 1}",['Critical Thinking'],"['Overbearing', 'Indecisive']",True,False,True,False,Business,Marielle,Knivett
2019-08-15,"{'Python': 1, 'Java': 3, 'C++': 1}","['Passionate', 'Altruism', 'Courteous']","['Overbearing', 'Procrastination']",True,True,True,True,Data,Emmanuel,Deniske
2019-08-07,"{'Python': 7, 'C#': 1, 'R': 2, 'SPSS': 3, 'C++': 6}",['Curious'],"['Controlling', 'Sensitive', 'Distracted']",True,True,True,True,Data,Kerr,Coucha
2019-08-21,"{'Java': 2, 'R': 3, 'PHP': 1, 'JavaScript': 6}","['Versatile', 'Creative']","['Chatty', 'Sensitive']",True,True,True,True,Data,Dulci,Mcgrayle
2019-08-21,"{'Python': 3, 'C#': 3, 'Ruby': 4, 'C++': 1}",['Critical Thinking'],['Stubborn'],False,True,True,False,Engineering,Shandee,Blaschke
2019-08-14,{'Java': 4},"['Composure', 'Organisation']","['Procrastination', 'Impatient', 'Conventional']",True,True,False,False,Engineering,Paul,Chislett
2019-08-01,{'C#': 1},['Ambitious'],"['Indifferent', 'Critical', 'Conventional']",False,True,True,False,Engineering,Florri,Loughton
2019-08-08,"{'C#': 3, 'R': 1, 'JavaScript': 3}","['Perfectionism', 'Courteous']",['Indifferent'],False,True,True,False,Data,Hildy,Landre
2019-08-06,"{'Python': 4, 'Java': 6, 'Ruby': 2, 'SPSS': 3, 'PHP': 4}","['Altruism', 'Collaboration']",['Impulsive'],True,True,True,True,Data,Berny,Botler
2019-08-13,"{'SPSS': 4, 'C++': 6}","['Perfectionism', 'Collaboration', 'Patient']",['Indifferent'],True,True,True,False,Engineering,Merell,Tremmil
2019-08-21,"{'Python': 4, 'Java': 2, 'Ruby': 5, 'C++': 6, 'JavaScript': 2}","['Passionate', 'Versatile']",['Competitive'],True,True,True,True,Business,Ileana,Chewter
2019-08-13,"{'Python': 4, 'C#': 1, 'R': 3}",['Listening'],['Procrastination'],False,True,True,False,Engineering,Ilario,Yeates
2019-08-06,"{'C#': 4, 'R': 2, 'JavaScript': 2}",['Patient'],['Indecisive'],True,False,True,False,Business,Winnie,Lewerenz
2019-08-20,"{'Java': 3, 'C++': 3, 'JavaScript': 2}","['Consistent', 'Creative']","['Chatty', 'Impulsive']",False,True,True,False,Data,Garwood,Strowan
2019-08-08,"{'Java': 3, 'Ruby': 2, 'R': 2, 'SPSS': 4, 'PHP': 7, 'C++': 1}",['Determined'],"['Sensitive', 'Passive']",True,True,True,True,Data,Herb,Mcilmorie
2019-08-01,"{'Java': 6, 'R': 4, 'C++': 3, 'JavaScript': 3}","['Charisma', 'Altruism', 'Perfectionism']","['Competitive', 'Indifferent', 'Chaotic']",True,True,True,True,Data,Ingunna,Adin
2019-08-29,"{'C#': 2, 'Ruby': 4, 'SPSS': 3, 'C++': 1, 'JavaScript': 5}",['Altruism'],['Impulsive'],True,False,True,False,Data,Frazier,Bayston
2019-08-13,"{'C#': 1, 'Ruby': 2, 'R': 6, 'PHP': 1, 'C++': 5, 'JavaScript': 3}","['Rational', 'Determined', 'Organisation']","['Slow', 'Controlling', 'Anxious']",True,True,True,True,Engineering,Hewett,Lamputt
2019-08-22,"{'Python': 6, 'SPSS': 3}","['Courteous', 'Rational']","['Selfish', 'Impatient']",True,True,True,True,Data,Rodger,Bendelow
2019-08-14,"{'Python': 2, 'Ruby': 4}","['Independent', 'Problem Solving']","['Critical', 'Indecisive']",True,True,True,False,Business,Archer,Hobben
2019-08-22,"{'Python': 1, 'Java': 1, 'SPSS': 2, 'C++': 4, 'JavaScript': 1}","['Listening', 'Independent', 'Organisation']",['Selfish'],True,True,True,True,Engineering,Stephani,Prettyman
2019-08-20,"{'C#': 1, 'Ruby': 5, 'SPSS': 2, 'PHP': 1, 'JavaScript': 2}","['Competitive', 'Charisma']","['Slow', 'Indifferent', 'Selfish']",True,True,True,True,Engineering,Pepi,Bome
2019-08-06,{'C++': 6},['Empathy'],"['Introverted', 'Conventional', 'Undisciplined']",True,True,False,False,Data,Loella,Lonnon
2019-08-08,"{'SPSS': 3, 'PHP': 2}",['Altruism'],"['Conventional', 'Introverted']",True,True,True,True,Business,Darrin,Stoffel
2019-08-14,"{'Python': 2, 'C#': 2, 'Java': 3, 'SPSS': 2, 'JavaScript': 3}",['Problem Solving'],['Stubborn'],True,True,False,False,Engineering,Mitchel,Bates
2019-08-08,"{'C#': 2, 'Java': 2, 'PHP': 2, 'JavaScript': 4}","['Charisma', 'Passionate', 'Creative']","['Slow', 'Intolerant', 'Sensitive']",True,True,True,True,Business,Miles,Water
2019-08-28,"{'Python': 2, 'C#': 3, 'SPSS': 6}","['Perfectionism', 'Efficient', 'Listening']","['Indecisive', 'Indifferent', 'Undisciplined']",True,True,True,False,Engineering,Fanni,Polhill
2019-08-22,"{'Ruby': 3, 'PHP': 2}","['Reliable', 'Patient', 'Rational']","['Selfish', 'Chatty']",False,True,True,False,Business,Genvieve,Arnke
2019-08-28,"{'C#': 3, 'Java': 4, 'R': 4}","['Altruism', 'Competitive', 'Charisma']",['Indifferent'],True,True,True,True,Business,Alicia,Hruska
2019-08-15,"{'Ruby': 6, 'R': 3, 'SPSS': 4}",['Listening'],['Introverted'],True,True,True,True,Data,Mella,Aubin
2019-08-06,"{'C#': 1, 'Java': 2, 'R': 2}","['Perfectionism', 'Listening', 'Ambitious']","['Anxious', 'Indifferent']",False,True,True,False,Engineering,George,Huckstepp
2019-08-29,"{'Python': 1, 'C#': 4}",['Problem Solving'],['Chatty'],True,True,False,False,Business,Joelie,Elfitt
2019-08-27,"{'Ruby': 3, 'JavaScript': 1}","['Composure', 'Versatile']","['Impatient', 'Slow', 'Critical']",True,False,True,False,Engineering,Omar,Rodrigo
2019-08-15,"{'Python': 3, 'C#': 3, 'Ruby': 2, 'R': 7, 'SPSS': 1, 'PHP': 2, 'JavaScript': 1}","['Ambitious', 'Reliable', 'Determined']","['Sensitive', 'Indifferent']",True,True,True,False,Business,Cal,Loache
2019-08-07,"{'Python': 4, 'Ruby': 3, 'R': 1}",['Rational'],"['Stubborn', 'Indifferent']",True,True,True,True,Engineering,Tully,Mcdoual
2019-08-22,"{'Java': 4, 'R': 3, 'SPSS': 3, 'PHP': 3}",['Listening'],"['Perfectionist', 'Conventional']",True,True,True,True,Data,Molli,Brayfield
2019-08-01,"{'Python': 7, 'R': 1}","['Problem Solving', 'Efficient']","['Stubborn', 'Indecisive', 'Undisciplined']",True,True,True,True,Data,Janaya,Mawford
2019-08-29,"{'Java': 1, 'R': 1}","['Independent', 'Perfectionism']",['Immature'],False,True,True,False,Data,Lazarus,Hooke
2019-08-08,{'JavaScript': 1},['Listening'],"['Intolerant', 'Conventional', 'Undisciplined']",True,True,True,True,Data,Sidney,Le Batteur
2019-08-20,"{'Java': 3, 'Ruby': 4, 'PHP': 1, 'JavaScript': 4}","['Problem Solving', 'Altruism', 'Patient']","['Indecisive', 'Procrastination', 'Undisciplined']",True,True,True,True,Data,Maryellen,Vasovic
2019-08-29,"{'C#': 1, 'Ruby': 3, 'JavaScript': 3}",['Courteous'],['Controlling'],True,True,True,True,Engineering,Winona,Rubinowitz
2019-08-14,"{'C#': 1, 'Ruby': 2, 'R': 4, 'SPSS': 4, 'PHP': 1, 'C++': 3}","['Consistent', 'Innovative']","['Indifferent', 'Indecisive', 'Controlling']",True,True,True,False,Engineering,Dur,Plom
2019-08-15,"{'Java': 1, 'SPSS': 3, 'JavaScript': 1}","['Efficient', 'Critical Thinking', 'Creative']","['Chaotic', 'Conventional']",True,True,True,True,Engineering,Gisela,Aisbett
2019-08-29,"{'Java': 7, 'R': 5, 'SPSS': 7, 'PHP': 1, 'C++': 4}","['Passionate', 'Composure', 'Determined']",['Anxious'],True,False,False,False,Business,Appolonia,Jovis
2019-08-27,"{'Python': 6, 'Java': 3, 'C++': 3}","['Collaboration', 'Determined', 'Consistent']","['Slow', 'Conventional']",True,True,True,True,Business,Diandra,Dyhouse
2019-08-01,"{'Java': 1, 'C++': 4}",['Creative'],"['Distracted', 'Overbearing']",True,False,True,False,Data,Cornall,Offer
2019-08-20,"{'Ruby': 4, 'R': 6, 'SPSS': 6}","['Competitive', 'Critical Thinking', 'Courteous']","['Immature', 'Chatty', 'Critical']",True,True,True,True,Business,Dominique,Narbett
2019-08-27,"{'Java': 3, 'R': 3, 'PHP': 1}","['Empathy', 'Courteous']",['Indifferent'],True,True,True,True,Data,Gusti,Horrod
2019-08-01,"{'Python': 4, 'C#': 5, 'Java': 5, 'Ruby': 4, 'SPSS': 3, 'C++': 2}","['Efficient', 'Passionate']",['Introverted'],True,True,True,True,Engineering,Brnaby,Bownes
2019-08-28,"{'Python': 2, 'C#': 5, 'JavaScript': 5}","['Competitive', 'Empathy']","['Distracted', 'Passive', 'Stubborn']",True,True,True,True,Business,Berky,Bailey
2019-08-28,"{'Python': 1, 'C#': 2, 'Ruby': 4, 'R': 1}","['Innovative', 'Consistent', 'Collaboration']",['Impulsive'],True,True,True,True,Business,Harriett,Saffin
2019-08-28,"{'Python': 5, 'C#': 2, 'Java': 2, 'C++': 1}","['Curious', 'Perfectionism', 'Critical Thinking']",['Perfectionist'],True,True,True,True,Data,Pooh,Christy
2019-08-29,"{'Java': 1, 'SPSS': 1, 'C++': 1}","['Innovative', 'Empathy']","['Passive', 'Selfish', 'Chaotic']",True,True,True,True,Data,Tris,Landrean
2019-08-13,"{'R': 4, 'C++': 2}","['Curious', 'Altruism', 'Collaboration']","['Perfectionist', 'Chatty', 'Undisciplined']",True,True,True,True,Business,Derk,Andress
2019-08-21,"{'Java': 2, 'C++': 4, 'JavaScript': 3}","['Courteous', 'Reliable']","['Chaotic', 'Undisciplined']",True,True,True,True,Data,Engelbert,Vahl
2019-08-20,"{'Java': 3, 'Ruby': 3, 'C++': 1}","['Altruism', 'Collaboration']","['Controlling', 'Impulsive']",True,True,True,False,Engineering,Prentiss,Godman
2019-08-14,"{'C#': 5, 'Ruby': 1, 'R': 2, 'C++': 2}","['Consistent', 'Independent']","['Chaotic', 'Controlling', 'Critical']",True,True,True,False,Business,Angel,Hulson
2019-08-06,"{'Java': 2, 'R': 2}","['Patient', 'Perfectionism']","['Selfish', 'Indifferent']",True,True,True,True,Engineering,Mike,Milliere
2019-08-14,"{'Python': 1, 'Ruby': 1}","['Versatile', 'Problem Solving']",['Distracted'],True,True,True,True,Business,Gayleen,Petru
2019-08-07,"{'Java': 2, 'R': 1, 'SPSS': 2, 'PHP': 1}","['Organisation', 'Patient', 'Problem Solving']","['Chatty', 'Anxious']",True,True,True,True,Engineering,Jozef,Burr
2019-08-28,"{'Java': 3, 'R': 4, 'SPSS': 5, 'PHP': 3, 'C++': 1}","['Courteous', 'Empathy', 'Organisation']",['Critical'],True,True,True,True,Engineering,Allina,Grelka
2019-08-20,"{'C#': 4, 'Ruby': 2, 'R': 1, 'SPSS': 3, 'PHP': 2, 'JavaScript': 3}","['Creative', 'Reliable']",['Chatty'],True,False,True,False,Business,Carr,Kensall
2019-08-06,"{'C#': 2, 'Java': 1, 'R': 1}","['Problem Solving', 'Courteous']","['Controlling', 'Introverted', 'Overbearing']",True,True,True,True,Business,Nil,Macpaike
2019-08-06,"{'Java': 1, 'PHP': 2}","['Passionate', 'Versatile']",['Critical'],True,True,True,True,Engineering,Jessie,Petriello
2019-08-06,"{'Python': 1, 'R': 1, 'JavaScript': 4}","['Altruism', 'Efficient', 'Competitive']","['Controlling', 'Critical', 'Competitive']",True,True,True,True,Data,George,O'Duane
2019-08-15,{'C++': 5},"['Composure', 'Independent', 'Innovative']","['Impulsive', 'Conventional', 'Introverted']",True,True,True,True,Engineering,Mendie,Mcbean
2019-08-21,"{'C#': 2, 'SPSS': 5, 'PHP': 3, 'C++': 8}",['Perfectionism'],['Chatty'],True,True,True,True,Engineering,Roze,Yepiskopov
2019-08-20,"{'Python': 1, 'C#': 5, 'Java': 1, 'C++': 2}",['Altruism'],['Chaotic'],True,True,True,True,Business,Boote,Moan
2019-08-20,"{'Ruby': 2, 'PHP': 3, 'C++': 4, 'JavaScript': 4}","['Composure', 'Independent']","['Conventional', 'Passive', 'Chaotic']",True,True,True,True,Engineering,Tito,Greiswood
2019-08-27,"{'Ruby': 7, 'R': 5, 'SPSS': 4, 'JavaScript': 3}",['Independent'],"['Competitive', 'Overbearing']",True,True,True,True,Data,Reg,Vandenhoff
2019-08-06,"{'Java': 1, 'JavaScript': 2}","['Efficient', 'Competitive']","['Undisciplined', 'Stubborn']",True,True,True,True,Data,Ravid,Leyninye
2019-08-06,"{'Python': 1, 'C#': 2, 'JavaScript': 4}","['Collaboration', 'Perfectionism']","['Selfish', 'Critical', 'Stubborn']",True,True,True,True,Data,Ninetta,Joyce
2019-08-28,"{'Python': 5, 'R': 5}","['Altruism', 'Collaboration', 'Empathy']","['Chaotic', 'Indifferent']",True,True,True,True,Engineering,Rozalin,Summerscales
2019-08-07,"{'Python': 6, 'Java': 2}","['Critical Thinking', 'Innovative']","['Chatty', 'Undisciplined', 'Selfish']",True,False,True,False,Business,Rafi,Andrzejczak
2019-08-07,"{'Python': 6, 'Java': 2}","['Critical Thinking', 'Innovative']","['Chatty', 'Undisciplined', 'Selfish']",True,False,True,False,Business,Rafi,Andrzejczak
2019-08-29,"{'Java': 1, 'R': 2, 'SPSS': 7, 'PHP': 2}","['Courteous', 'Efficient']","['Sensitive', 'Indifferent']",True,False,True,False,Data,Mead,Stolting
2019-08-21,"{'SPSS': 7, 'C++': 2, 'JavaScript': 5}","['Problem Solving', 'Altruism', 'Ambitious']","['Undisciplined', 'Procrastination']",True,True,False,False,Business,Chickie,Kezar
2019-08-15,"{'SPSS': 3, 'C++': 1}","['Innovative', 'Efficient']","['Indifferent', 'Critical', 'Impatient']",True,True,True,True,Engineering,Cornall,Wastall
2019-08-20,{'Python': 5},"['Consistent', 'Efficient']","['Chatty', 'Overbearing']",True,True,False,False,Engineering,Carlin,Stellino
